0.000000, 0.253269, 0.237128 
0.010000, 0.253400, 0.237290 
0.020000, 0.254018, 0.237356 
0.030000, 0.254314, 0.237287 
0.040000, 0.224447, 0.213980 
0.050000, 0.224913, 0.214091 
0.060000, 0.224753, 0.214294 
0.070000, 0.224942, 0.213921 
0.080000, 0.224822, 0.213338 
0.090000, 0.224158, 0.213291 
0.100000, 0.224328, 0.213178 
0.110000, 0.223836, 0.212689 
0.120000, 0.224108, 0.212187 
0.130000, 0.224364, 0.211697 
0.140000, 0.224560, 0.211453 
0.150000, 0.224268, 0.211626 
0.160000, 0.224109, 0.211466 
0.170000, 0.223719, 0.211367 
0.180000, 0.223503, 0.210822 
0.190000, 0.222502, 0.210720 
0.200000, 0.222270, 0.211029 
0.210000, 0.221611, 0.210324 
0.220000, 0.221029, 0.210811 
0.230000, 0.220769, 0.210563 
0.240000, 0.220860, 0.209939 
0.250000, 0.219774, 0.209914 
0.260000, 0.219814, 0.210053 
0.270000, 0.219533, 0.209883 
0.280000, 0.219467, 0.210062 
0.290000, 0.219310, 0.210285 
0.300000, 0.218679, 0.210537 
0.310000, 0.218921, 0.210383 
0.320000, 0.218959, 0.209957 
0.330000, 0.218543, 0.209510 
0.340000, 0.217878, 0.209487 
0.350000, 0.217569, 0.209200 
0.360000, 0.217302, 0.209253 
0.370000, 0.217035, 0.208733 
0.380000, 0.215798, 0.208775 
0.390000, 0.215817, 0.208946 
0.400000, 0.215754, 0.209324 
0.410000, 0.215233, 0.209358 
0.420000, 0.214984, 0.209114 
0.430000, 0.214930, 0.208994 
0.440000, 0.214454, 0.208732 
0.450000, 0.213717, 0.209079 
0.460000, 0.213342, 0.209100 
0.470000, 0.213226, 0.209082 
0.480000, 0.212917, 0.209108 
0.490000, 0.212035, 0.208887 
0.500000, 0.211956, 0.209293 
0.510000, 0.211819, 0.209412 
0.520000, 0.211713, 0.209115 
0.530000, 0.211921, 0.209233 
0.540000, 0.211857, 0.209240 
0.550000, 0.212419, 0.209124 
0.560000, 0.212354, 0.209216 
0.570000, 0.211402, 0.209211 
0.580000, 0.211446, 0.209415 
0.590000, 0.211503, 0.209818 
0.600000, 0.211895, 0.210456 
0.610000, 0.212177, 0.210572 
0.620000, 0.212102, 0.209758 
0.630000, 0.212269, 0.209274 
0.640000, 0.211623, 0.208903 
0.650000, 0.211688, 0.209016 
0.660000, 0.211602, 0.209252 
0.670000, 0.211409, 0.209232 
0.680000, 0.212526, 0.209356 
0.690000, 0.212805, 0.209470 
0.700000, 0.213319, 0.209535 
0.710000, 0.213313, 0.209541 
0.720000, 0.213378, 0.209103 
0.730000, 0.213143, 0.208384 
0.740000, 0.213158, 0.209389 
0.750000, 0.212996, 0.208973 
0.760000, 0.212842, 0.208910 
0.770000, 0.212798, 0.208844 
0.780000, 0.212639, 0.208567 
0.790000, 0.212309, 0.208197 
0.800000, 0.212180, 0.208024 
0.810000, 0.212280, 0.207795 
0.820000, 0.212655, 0.207660 
0.830000, 0.212633, 0.207283 
0.840000, 0.212634, 0.206980 
0.850000, 0.212808, 0.205790 
0.860000, 0.212822, 0.205554 
0.870000, 0.212825, 0.205422 
0.880000, 0.212858, 0.205257 
0.890000, 0.213273, 0.204830 
0.900000, 0.213251, 0.204678 
0.910000, 0.213243, 0.204493 
0.920000, 0.212522, 0.202903 
0.930000, 0.212742, 0.202308 
0.940000, 0.211926, 0.202359 
0.950000, 0.212247, 0.202466 
0.960000, 0.212452, 0.202366 
0.970000, 0.212676, 0.202274 
0.980000, 0.212689, 0.202237 
0.990000, 0.212935, 0.202168 
1.000000, 0.212922, 0.202126 
1.010000, 0.212850, 0.201999 
1.020000, 0.213114, 0.201913 
1.030000, 0.213611, 0.201537 
1.040000, 0.213946, 0.201638 
1.050000, 0.214142, 0.200976 
1.060000, 0.214446, 0.200928 
1.070000, 0.214474, 0.200439 
1.080000, 0.214711, 0.199912 
1.090000, 0.215395, 0.200028 
1.100000, 0.215039, 0.200116 
1.110000, 0.215104, 0.199912 
1.120000, 0.214869, 0.199640 
1.130000, 0.214612, 0.199220 
1.140000, 0.214224, 0.199308 
1.150000, 0.213570, 0.199207 
1.160000, 0.213612, 0.199081 
1.170000, 0.213621, 0.198699 
1.180000, 0.213663, 0.198614 
1.190000, 0.213908, 0.198540 
1.200000, 0.213695, 0.197763 
1.210000, 0.213811, 0.197753 
1.220000, 0.214076, 0.197497 
1.230000, 0.213871, 0.197785 
1.240000, 0.213947, 0.197747 
1.250000, 0.214104, 0.197869 
1.260000, 0.214243, 0.197855 
1.270000, 0.214298, 0.198059 
1.280000, 0.214110, 0.198056 
1.290000, 0.213628, 0.198088 
1.300000, 0.213941, 0.198247 
1.310000, 0.213815, 0.198353 
1.320000, 0.213998, 0.198331 
1.330000, 0.213673, 0.198441 
1.340000, 0.213715, 0.198318 
1.350000, 0.213151, 0.198352 
1.360000, 0.213498, 0.197694 
1.370000, 0.213833, 0.197931 
1.380000, 0.213985, 0.197939 
1.390000, 0.212384, 0.197958 
1.400000, 0.212269, 0.197478 
1.410000, 0.212266, 0.197502 
1.420000, 0.212513, 0.197347 
1.430000, 0.212534, 0.197340 
1.440000, 0.212396, 0.197291 
1.450000, 0.212170, 0.197075 
1.460000, 0.211865, 0.197339 
1.470000, 0.211949, 0.196953 
1.480000, 0.212046, 0.197025 
1.490000, 0.212073, 0.197214 
1.500000, 0.211898, 0.197244 
1.510000, 0.211609, 0.197432 
1.520000, 0.211369, 0.197260 
1.530000, 0.211954, 0.196823 
1.540000, 0.211768, 0.196805 
1.550000, 0.212587, 0.196701 
1.560000, 0.212679, 0.196838 
1.570000, 0.212286, 0.196752 
1.580000, 0.212110, 0.196228 
1.590000, 0.212378, 0.196075 
1.600000, 0.213192, 0.196289 
1.610000, 0.212626, 0.196482 
1.620000, 0.212535, 0.196393 
1.630000, 0.212482, 0.196712 
1.640000, 0.212618, 0.197288 
1.650000, 0.213022, 0.197526 
1.660000, 0.213381, 0.197762 
1.670000, 0.212717, 0.198353 
1.680000, 0.213114, 0.198416 
1.690000, 0.212780, 0.198719 
1.700000, 0.212850, 0.199439 
1.710000, 0.213497, 0.199690 
1.720000, 0.213572, 0.199929 
1.730000, 0.214393, 0.200165 
1.740000, 0.214558, 0.200227 
1.750000, 0.215014, 0.199997 
1.760000, 0.215398, 0.200840 
1.770000, 0.215534, 0.201129 
1.780000, 0.215497, 0.201933 
1.790000, 0.215602, 0.202653 
1.800000, 0.216937, 0.202918 
1.810000, 0.217279, 0.203750 
1.820000, 0.217190, 0.204063 
1.830000, 0.217513, 0.204310 
1.840000, 0.217962, 0.204616 
1.850000, 0.218249, 0.204938 
1.860000, 0.218517, 0.205252 
1.870000, 0.218591, 0.205375 
1.880000, 0.218866, 0.205699 
1.890000, 0.219282, 0.206073 
1.900000, 0.219495, 0.206471 
1.910000, 0.219135, 0.206597 
1.920000, 0.219039, 0.208446 
1.930000, 0.219329, 0.209137 
1.940000, 0.219312, 0.209421 
1.950000, 0.219453, 0.210486 
1.960000, 0.220428, 0.211838 
1.970000, 0.220337, 0.212183 
1.980000, 0.220294, 0.212320 
1.990000, 0.220376, 0.212742 
2.000000, 0.220505, 0.213002 
2.010000, 0.220071, 0.213719 
2.020000, 0.219993, 0.214097 
2.030000, 0.219944, 0.215308 
2.040000, 0.220675, 0.215077 
2.050000, 0.220500, 0.215706 
2.060000, 0.220378, 0.215898 
2.070000, 0.220387, 0.216101 
2.080000, 0.220238, 0.216271 
2.090000, 0.220343, 0.215818 
2.100000, 0.220078, 0.216069 
2.110000, 0.219367, 0.216446 
2.120000, 0.218979, 0.216987 
2.130000, 0.218773, 0.218302 
2.140000, 0.218754, 0.218477 
2.150000, 0.218726, 0.218632 
2.160000, 0.218695, 0.219024 
2.170000, 0.218385, 0.219452 
2.180000, 0.218669, 0.218986 
2.190000, 0.217865, 0.219162 
2.200000, 0.218606, 0.218664 
2.210000, 0.218783, 0.218229 
2.220000, 0.219041, 0.218278 
2.230000, 0.218947, 0.218818 
2.240000, 0.218824, 0.218886 
2.250000, 0.218591, 0.218900 
2.260000, 0.218473, 0.218940 
2.270000, 0.218226, 0.218349 
2.280000, 0.217547, 0.218477 
2.290000, 0.217635, 0.217786 
2.300000, 0.218210, 0.218754 
2.310000, 0.218077, 0.218490 
2.320000, 0.217366, 0.218298 
2.330000, 0.218502, 0.219173 
2.340000, 0.218332, 0.219290 
2.350000, 0.218189, 0.220401 
2.360000, 0.217641, 0.220296 
2.370000, 0.216870, 0.220217 
2.380000, 0.217615, 0.220542 
2.390000, 0.217490, 0.221184 
2.400000, 0.217364, 0.222440 
2.410000, 0.217454, 0.222920 
2.420000, 0.216486, 0.223690 
2.430000, 0.217162, 0.223033 
2.440000, 0.216565, 0.221593 
2.450000, 0.217161, 0.221476 
2.460000, 0.217070, 0.221367 
2.470000, 0.216374, 0.221315 
2.480000, 0.216330, 0.220744 
2.490000, 0.216409, 0.220186 
2.500000, 0.216414, 0.220798 
2.510000, 0.217228, 0.221005 
2.520000, 0.217006, 0.221554 
2.530000, 0.216788, 0.221452 
2.540000, 0.216816, 0.221407 
2.550000, 0.216902, 0.221305 
2.560000, 0.216637, 0.220430 
2.570000, 0.216661, 0.220367 
