0.000000, 0.249493 
0.010000, 0.249324 
0.020000, 0.249280 
0.030000, 0.250053 
0.040000, 0.222686 
0.050000, 0.222121 
0.060000, 0.222202 
0.070000, 0.221793 
0.080000, 0.221446 
0.090000, 0.221273 
0.100000, 0.221098 
0.110000, 0.221332 
0.120000, 0.220888 
0.130000, 0.220445 
0.140000, 0.220262 
0.150000, 0.219818 
0.160000, 0.219637 
0.170000, 0.219869 
0.180000, 0.219544 
0.190000, 0.219304 
0.200000, 0.219321 
0.210000, 0.219298 
0.220000, 0.219045 
0.230000, 0.218444 
0.240000, 0.218669 
0.250000, 0.218625 
0.260000, 0.218605 
0.270000, 0.218820 
0.280000, 0.219005 
0.290000, 0.218573 
0.300000, 0.218626 
0.310000, 0.218607 
0.320000, 0.218501 
0.330000, 0.218238 
0.340000, 0.218302 
0.350000, 0.218380 
0.360000, 0.218246 
0.370000, 0.218145 
0.380000, 0.217909 
0.390000, 0.218091 
0.400000, 0.217916 
0.410000, 0.217840 
0.420000, 0.218121 
0.430000, 0.218261 
0.440000, 0.218306 
0.450000, 0.218539 
0.460000, 0.218637 
0.470000, 0.218400 
0.480000, 0.218311 
0.490000, 0.218180 
0.500000, 0.218278 
0.510000, 0.218740 
0.520000, 0.218841 
0.530000, 0.218800 
0.540000, 0.219138 
0.550000, 0.219386 
0.560000, 0.219038 
0.570000, 0.219261 
0.580000, 0.218810 
0.590000, 0.218909 
0.600000, 0.218938 
0.610000, 0.218990 
0.620000, 0.219105 
0.630000, 0.219435 
0.640000, 0.219437 
0.650000, 0.219667 
0.660000, 0.219633 
0.670000, 0.219887 
0.680000, 0.219834 
0.690000, 0.220037 
0.700000, 0.220106 
0.710000, 0.220064 
0.720000, 0.219849 
0.730000, 0.220144 
0.740000, 0.220265 
0.750000, 0.220333 
0.760000, 0.220192 
0.770000, 0.220160 
0.780000, 0.220330 
0.790000, 0.220206 
0.800000, 0.220077 
0.810000, 0.220073 
0.820000, 0.220252 
0.830000, 0.220185 
0.840000, 0.220560 
0.850000, 0.220217 
0.860000, 0.220180 
0.870000, 0.220592 
0.880000, 0.220015 
0.890000, 0.219959 
0.900000, 0.220072 
0.910000, 0.219797 
0.920000, 0.219569 
0.930000, 0.219675 
0.940000, 0.219833 
0.950000, 0.220006 
0.960000, 0.220082 
0.970000, 0.220471 
0.980000, 0.220335 
0.990000, 0.219633 
1.000000, 0.219722 
1.010000, 0.219694 
1.020000, 0.219343 
1.030000, 0.219340 
1.040000, 0.219346 
1.050000, 0.219439 
1.060000, 0.219433 
1.070000, 0.219827 
1.080000, 0.219646 
1.090000, 0.219754 
1.100000, 0.220017 
1.110000, 0.219683 
1.120000, 0.219726 
1.130000, 0.219726 
1.140000, 0.219379 
1.150000, 0.219403 
1.160000, 0.219537 
1.170000, 0.219641 
1.180000, 0.220085 
1.190000, 0.220328 
1.200000, 0.220355 
1.210000, 0.220498 
1.220000, 0.220062 
1.230000, 0.220170 
1.240000, 0.220113 
1.250000, 0.220007 
1.260000, 0.220187 
1.270000, 0.219585 
1.280000, 0.219479 
1.290000, 0.219728 
1.300000, 0.219088 
1.310000, 0.218750 
1.320000, 0.218576 
1.330000, 0.218999 
1.340000, 0.219111 
1.350000, 0.219046 
1.360000, 0.218909 
1.370000, 0.218934 
1.380000, 0.218872 
1.390000, 0.219197 
1.400000, 0.218492 
1.410000, 0.218415 
1.420000, 0.218096 
1.430000, 0.217998 
1.440000, 0.217694 
1.450000, 0.217637 
1.460000, 0.217493 
1.470000, 0.217418 
1.480000, 0.217162 
1.490000, 0.216922 
1.500000, 0.216705 
1.510000, 0.216514 
1.520000, 0.215987 
1.530000, 0.215895 
1.540000, 0.215917 
1.550000, 0.215664 
1.560000, 0.215473 
1.570000, 0.215543 
1.580000, 0.215035 
1.590000, 0.214747 
1.600000, 0.214463 
1.610000, 0.214361 
1.620000, 0.213979 
1.630000, 0.213261 
1.640000, 0.213122 
1.650000, 0.213612 
1.660000, 0.213381 
1.670000, 0.213531 
1.680000, 0.213515 
1.690000, 0.213504 
1.700000, 0.213087 
1.710000, 0.213196 
1.720000, 0.213006 
1.730000, 0.213018 
1.740000, 0.212941 
1.750000, 0.212806 
1.760000, 0.213217 
1.770000, 0.213226 
1.780000, 0.213111 
1.790000, 0.213151 
1.800000, 0.213121 
1.810000, 0.213307 
1.820000, 0.213342 
1.830000, 0.213221 
1.840000, 0.213225 
1.850000, 0.213019 
1.860000, 0.212862 
1.870000, 0.212744 
1.880000, 0.212146 
1.890000, 0.212246 
1.900000, 0.212297 
1.910000, 0.212238 
1.920000, 0.212724 
1.930000, 0.212917 
1.940000, 0.212897 
1.950000, 0.213261 
1.960000, 0.213771 
1.970000, 0.213626 
1.980000, 0.213842 
1.990000, 0.213725 
2.000000, 0.213861 
2.010000, 0.214436 
2.020000, 0.214652 
2.030000, 0.214778 
2.040000, 0.215449 
2.050000, 0.215548 
2.060000, 0.215346 
2.070000, 0.215459 
2.080000, 0.215484 
2.090000, 0.215842 
2.100000, 0.215990 
2.110000, 0.216462 
2.120000, 0.216382 
2.130000, 0.216873 
2.140000, 0.216993 
2.150000, 0.217277 
2.160000, 0.217522 
2.170000, 0.217754 
2.180000, 0.217671 
2.190000, 0.217840 
2.200000, 0.217630 
2.210000, 0.217466 
2.220000, 0.217641 
2.230000, 0.218123 
2.240000, 0.218486 
2.250000, 0.219135 
2.260000, 0.218969 
2.270000, 0.219427 
2.280000, 0.220195 
2.290000, 0.219671 
2.300000, 0.220321 
2.310000, 0.221475 
2.320000, 0.221859 
2.330000, 0.222676 
2.340000, 0.223114 
2.350000, 0.223283 
2.360000, 0.223424 
2.370000, 0.223210 
2.380000, 0.224307 
2.390000, 0.224322 
2.400000, 0.224397 
2.410000, 0.224468 
2.420000, 0.224819 
2.430000, 0.225432 
2.440000, 0.225197 
2.450000, 0.225769 
2.460000, 0.226585 
2.470000, 0.226415 
2.480000, 0.226581 
2.490000, 0.215030 
2.500000, 0.214790 
2.510000, 0.214558 
2.520000, 0.214897 
2.530000, 0.214741 
2.540000, 0.214800 
2.550000, 0.214238 
2.560000, 0.214346 
2.570000, 0.214336 
2.580000, 0.214116 
2.590000, 0.214301 
2.600000, 0.213817 
2.610000, 0.213617 
2.620000, 0.213525 
2.630000, 0.213206 
2.640000, 0.213547 
2.650000, 0.213461 
2.660000, 0.213868 
2.670000, 0.213689 
2.680000, 0.213683 
2.690000, 0.213965 
2.700000, 0.213639 
2.710000, 0.213431 
2.720000, 0.213178 
2.730000, 0.213184 
2.740000, 0.213334 
2.750000, 0.213013 
2.760000, 0.213333 
2.770000, 0.213130 
2.780000, 0.212837 
2.790000, 0.213096 
2.800000, 0.213101 
2.810000, 0.213504 
2.820000, 0.213650 
2.830000, 0.213370 
2.840000, 0.213823 
2.850000, 0.213801 
2.860000, 0.213792 
2.870000, 0.213791 
2.880000, 0.214130 
2.890000, 0.214202 
2.900000, 0.214135 
2.910000, 0.213734 
2.920000, 0.214187 
2.930000, 0.214032 
2.940000, 0.214262 
2.950000, 0.213886 
2.960000, 0.213840 
2.970000, 0.214039 
2.980000, 0.214015 
